sentence,audio,preposition,id
"Боеприпасы там грузили там ну, в общем, всякие рабочие.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-87173-91829.wav,в,346
Училась в Можайске.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-107320-110805.wav,в,347
В восьмилетней школе в городе Можайске.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-107320-110805.wav,в,348
"Ну, ме= ше= это было в шестьдесят восьмом году.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-150567-155490.wav,в,349
В Мониках также в первые сутки никто ничего не предпри=.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-198796-203307.wav,в,350
"В общем, другие болезни искали.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-203319-205733.wav,в,351
"прихожу в круглой косынке, самое интересное, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-245746-248341.wav,в,352
"В круглой косынке, как сёстры милосердия.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-253721-256911.wav,в,353
ни в Мониках,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-259739-260946.wav,в,354
в круглых косынках.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-263326-264861.wav,в,355
"Её похоронили в июле, а в августе встречаю свою знакомую, она говорит: ""Поедем в Звенигород",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-273962-278928.wav,в,356
"Ну, в общем, был тогда большой набор.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-285206-287431.wav,в,357
"В общем, короче говоря, я приехада в Звенигород, стала",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-303073-305694.wav,в,358
"Он говорит: ""Нет, ты будешь только в хирургии работать"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-337846-340232.wav,в,359
"В шестьдесят восьмом году,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-348079-349735.wav,в,360
"у меня в трудовой книжке: ""С 9 сентября я начала работать в звенигородской больнице"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-350352-355713.wav,в,361
я работала в хирургии.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-373580-375356.wav,в,362
А потом в девяносто пятом году,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-376330-379278.wav,в,363
и в любом возрасте можно было уходить на пенсию.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-401954-404514.wav,в,364
"И в девяносто пятом году нас, мы с= вроде бы,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-411566-415394.wav,в,365
"В общем, мы стали все потихонечку уходить.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-417420-419393.wav,в,366
"Ну, в общем, я пошла.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-457481-458955.wav,в,367
А я вот в соцзащите ещё работала в Голицыно,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-499088-502838.wav,в,368
"В вытрезвителе, да.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-519627-523823.wav,в,369
"И самое интересное в том,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-519627-523823.wav,в,370
И в десятом году.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-543787-545548.wav,в,371
В десятом году у нас,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-547475-549030.wav,в,372
потом в октябре закрыли.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-552792-554113.wav,в,373
"В общем, закрыли вытрезвитель тоже.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-572615-574491.wav,в,374
"Родственники в основном живут в Москве, но у них есть, правда, дача,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-585924-590451.wav,в,375
"Меня там тоже, конечно, все, в основном, знают.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-609002-611451.wav,в,376
В этом году мы хотели.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-626743-628201.wav,в,377
"Ну в том, тогда я читала - это был [нрзб].",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-630155-633003.wav,в,378
"в этом году я хотела ""Родина"",",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-644127-646590.wav,в,379
"В том году я не успела сдать документы, а в этом",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-649383-652011.wav,в,380
"Говорят, не будет в этом году.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-667061-668764.wav,в,381
"Картошку я [нрзб], да, в Супоневе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-756020-759884.wav,в,382
У нас с ней огород был там в Супоневе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-764527-766931.wav,в,383
"В смысле, картошку можно было там",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-767057-769030.wav,в,384
"Ну, в общем, эти все сельхоз продукты,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_2-161768-163981.wav,в,385
Работала раньше в администрации.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_2-173762-175976.wav,в,386
"То есть, я первый раз в жизни обо=, так, что трактор тянули",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_2-212616-216511.wav,в,387
"поездки, там они у нас тысячу в основном стоят.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_2-339629-342268.wav,в,388
"как бы все равно находимся с теми людьми, которые в походе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_2-418780-422377.wav,в,389
"Мы-то в старых остались, в старые времена ещё с вами поехала.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_2-440749-444216.wav,в,390
В Введенской губернии родился.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-15612-18137.wav,в,391
Я в Введенской губернии.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-18137-27949.wav,в,392
"Но сам зв= это, там метрика, в Введенске родился, а потом паспорт переименовали, что город Звенигород.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-18137-27949.wav,в,393
В Введенске.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-38407-41111.wav,в,394
Мама родилась в двадцатом году.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-58307-62865.wav,в,395
"В семьдесят восьмом году станцию снесли на новое место, туда.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-77854-82582.wav,в,396
"Я здесь в Игнатьево работал, нет я вообще-то раньше на Сетуни, на заводе работал.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-101298-109129.wav,в,397
"Ну и потом уже там перешёл, в каком году, я уже забыл.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-112140-119499.wav,в,398
В шестьдесят девятом году уже сюда.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-119499-123877.wav,в,399
"Началась... это, ну родился в сороковом, значит, десять месяцев, семнадцать дней началась война, мне было.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-196273-203782.wav,в,400
"Такая жизнь у меня, до трёх лет, потому что в три года меня вроде в сорок третьем или сорок четвертом году.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-220380-228449.wav,в,401
В Москве.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-293330-294199.wav,в,402
Там сухими яблочками нас угощал в автобусе всегда.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-329358-333707.wav,в,403
"Ну чего, ну ходили в детстве на каток все часто.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-471773-476078.wav,в,404
"В парнике помидоры сажаю, а огурцы на улице сажаю.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-544193-549383.wav,в,405
"Да, в доме держу.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-552251-553763.wav,в,406
В поддоне.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-577846-579795.wav,в,407
"Тогда ещё раньше, в детстве, да.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-656160-660527.wav,в,408
"Мышей ловят везде, в округе даже всех изловили.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-685026-690115.wav,в,409
"Вот когда в деревне там жил, вот, была собака у нас.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-707380-712239.wav,в,410
"Как и= [нрзб] были соревнования, вот в этом году тоже.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-937130-942031.wav,в,411
"Первым - нет, потому что первые - самые знаменитые лыжники, там, гонщики с= такие, ну, в общем, сильные лыжники.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1008494-1018964.wav,в,412
То в Дюдьково.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1131295-1133633.wav,в,413
"Да в детстве ходил, когда-то давно, а потом что-то я взял да сделал сам себе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1209551-1214284.wav,в,414
"Нет, он в звенигородской школе, первой или второй.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1297378-1300451.wav,в,415
"Первой или второй, я уж не помню, какой, но в звенигородской.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1300865-1303963.wav,в,416
Один в Москве живёт.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1381688-1383951.wav,в,417
А младший в Каринске.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1385343-1389236.wav,в,418
"Жив, в Каринске живёт.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1389236-1391101.wav,в,419
"Банкир, но он не работает сейчас в банке-то.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1438100-1440597.wav,в,420
"Да, и в том году.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1509473-1511208.wav,в,421
"Да где=, в Введенске.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1511208-1512889.wav,в,422
"В общем, что-то я даже внимания...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1560416-1567335.wav,в,423
"Ботаника любил, я любил ботанике, и может, мне, при= пере= это, по огороду копаться-то в земле.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1596506-1604270.wav,в,424
"Ему собирали, в общем, ягоды.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1616827-1618830.wav,в,425
В августе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1785426-1787455.wav,в,426
"В августе, пятого августа.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1787455-1788991.wav,в,427
"Нет, в городе они учились, это все городские.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1859735-1863329.wav,в,428
"В общем, не понравилось, короче говоря.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-1970236-1977090.wav,в,429
Это уже совсем в стороне.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-2028680-2030667.wav,в,430
"В общем, пере= переехала.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-2108920-2111192.wav,в,431
"Кто в Супонево, где, кто на Маяковке, так вот, <нрзб>",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-2184861-2189558.wav,в,432
В этом году не ездили правда.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-2205221-2208520.wav,в,433
"В этом году зима была тёплая, не ездили.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-2208520-2212600.wav,в,434
"В детстве мы только корзинкой ловили, да сетями ловили.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-va1940-2274246-2277524.wav,в,435
"Нет, я жила до двадцати лет в деревне Аксиньино.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-41240-45590.wav,в,436
"Он работал у меня, конечно, он у меня работал в Нахабине.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-82441-85750.wav,в,437
"Он был слесарем, в Нахабине работал.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-86060-89270.wav,в,438
"Ну а я, так как была здесь... в колхозе работала, я...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-89750-93100.wav,в,439
"Я училась у нас, в Козино.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-103641-106681.wav,в,440
"И вот, там я в Козино ходила",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-115826-117606.wav,в,441
"Сначала у нас до четвертого класса в деревне была эта школа,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-117700-121200.wav,в,442
"Да, в картонажке я работала очень долго.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-155170-157330.wav,в,443
Я уже в школе двадцать лет работаю.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-170530-172130.wav,в,444
Ну... минус есть в [нрзб] в нашей деревне.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-222670-226150.wav,в,445
"Вся администрация, все в Истре, нам же как раз сейчас неудобно.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-229802-233202.wav,в,446
"Ну сын у меня хороший, был десантником, в армии служил -",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-258570-263750.wav,в,447
"Ну, пожил пять лет... жил в Москве...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-266860-269235.wav,в,448
"Внук у меня здесь в школе учится,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-286890-289382.wav,в,449
"Одна сестра живет в Москве, ей уже много лет,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-316220-319150.wav,в,450
"в Чертанове она живет, а другая живет в Можайске.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-319230-322500.wav,в,451
Моя сестра работала ткачихой в Москве.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-328470-332360.wav,в,452
"Сначала она жила у меня в Дедовске, когда молодая была,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-332420-335600.wav,в,453
"Сын в Москве живет, дочь с нею живет там.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-366820-371980.wav,в,454
Аннушка учится уже в восьмом классе - это внучка.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-377490-380660.wav,в,455
А другой мальчик - внук - в Москве.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-383940-386850.wav,в,456
"Закончил там школу и сам пять лет учился в колледже, там, десять.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-387410-391880.wav,в,457
"А сейчас он мне вот в этот раз лежал в больнице, он мне приехал ко мне,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-400610-404300.wav,в,458
Так что у нас там в Аксиньине очень хорошая земля.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-435960-439170.wav,в,459
"У меня сын в армии служил, приехал... в командировку, и вы знаете, я до сих пор...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-476045-482564.wav,в,460
"И вот, я и думаю: дай-ка я пойду все-таки там в Москве в магазин.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-506510-511070.wav,в,461
"У меня сын, - а он у меня был в Армении, -",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-524130-527440.wav,в,462
Мне так этот эпизод запомнился в жизни...,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-558950-561360.wav,в,463
"и у меня беседка хорошая, мне сын построил беседочку, я все в нем, в этой беседке.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-657310-662060.wav,в,464
"Не в нем, а в ней.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-662060-663430.wav,в,465
"Я была и в Сочах, и в Адлере, и в Молдавии была, и в Ленинграде была.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-685250-689880.wav,в,466
"И я очень долго лежала, и я всегда ездила в Ховрино - мне давали путевку в Ховрино в Москве - слышали, может.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-703830-709730.wav,в,467
"Но сейчас, вы знаете, у меня давление сейчас, в том году у меня было давление - целыми днями там лежала.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-725310-730420.wav,в,468
И в школе у нас молодежь хорошая.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-811400-814180.wav,в,469
"Банты наступила, а не знаешь, где в истории что-то там такое"", -",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vg1945-891060-898550.wav,в,470
Училась я в Посадской школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-24540-26450.wav,в,471
"кухарка, санитарка, во всех в общем",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-50613-54162.wav,в,472
в одной сей ипостаси.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-54459-55749.wav,в,473
И путешествие уже было в начале дня и в конце дня.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-96491-99915.wav,в,474
"Вот, поэтому мы учились в посадской школе, вот эти три класса заканчивали,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-100461-103810.wav,в,475
"Получилось, заканчивала я уже школу в Москве.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-113164-116602.wav,в,476
"Вот, но как бы удалось покататься в любом случае, потому что переправа",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-123752-127152.wav,в,477
В школе был стандартный английский.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-153049-154686.wav,в,478
"В техникуме был немецкий, в институте - английский.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-155703-158606.wav,в,479
Французский у нас еще был в школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-162998-166551.wav,в,480
В Звенигороде появился первый отец.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-225590-227178.wav,в,481
"""А я в Звенигороде"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-246630-251178.wav,в,482
"Сначала в общежитии, потом дали кусочек земли на болоте.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-311538-314735.wav,в,483
"В общем, во всей красе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-351276-352343.wav,в,484
"Но бриллианты тогда были не в моде, но сам факт, она сама как бриллиант была в этом во всем одеянии.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-354576-358422.wav,в,485
в ресторанах.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-363554-366358.wav,в,486
"Она, кстати, работала в Звенигородском ресторане.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-363554-366358.wav,в,487
"Когда, да, отец ее сюда-таки перетащил, она оказалась из Рязани в Москве.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-366655-371196.wav,в,488
Как бы хлебанула во всей красе всю войну.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-378490-381344.wav,в,489
"в порыве страсти она сказала, что просто ее спрятали.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-390791-392850.wav,в,490
"В общем, где-то чуть ли не в графьях они там были.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-407935-410746.wav,в,491
"Вот, с отцом они познакомились в Москве.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-426130-427941.wav,в,492
"Тоже случайно вот, насколько я знаю, в драке.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-428760-431895.wav,в,493
"младенцем он залез под стол, когда были в тылу, и немец выдернул его за ногу из под стола и, причем",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-466873-472208.wav,в,494
"В госпитале, ему два года было, в госпитале забинт= забинтовали якобы как какую-то рану,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-474962-479031.wav,в,495
"в полуприсяде, хромая, вообще не поняла"", говорит, ""откуда он взялся, тоже было непонятно.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-506340-510728.wav,в,496
"Такая в теле, ну и...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-533649-534964.wav,в,497
"Работая в ресторане, таскать вот эти котлы здоровые, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-535163-539430.wav,в,498
"У меня половина рубашки в руке осталась, половину он как-то в руке"", говорит.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-556544-562509.wav,в,499
Вот так вот они познакомились в драке.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-585554-587713.wav,в,500
"И работала она здесь в ресторане Звенигород, который толь=, ну когда?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-629433-634172.wav,в,501
"ну, не то что в моде, ну как-то принято, чтоб было много детей.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-672103-675427.wav,в,502
"А, тем более, если в городе там, один-два ребенка, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-675725-679918.wav,в,503
"Так что вот мы из многодетных, а я единственная неповторимая в их семье, в нашей.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-704498-710494.wav,в,504
"Ну, в общем, все, что нажито непосильным трудом,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-731597-734823.wav,в,505
"И, в общем, дед всех своих к себе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-737031-738660.wav,в,506
"Ничего случайного, в принципе, в жизне не бывает,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-786989-790206.wav,в,507
"абсолютно, да вот, встречи, как мы встечаемся с людьми в жизни, так и здесь, просто встреча была.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-799188-804076.wav,в,508
В зале бессмысленно заниматься.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-871719-873381.wav,в,509
"А потом, работа в музыкалке также.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-886705-889310.wav,в,510
Вот он обучался в музыкальной школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-889682-892039.wav,в,511
"Вот концерт, выпускной в музыкалке, мы сели, он смотрит.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-905034-908706.wav,в,512
"И вот он смотрел, смотрел на все, как играли скрипки, домры, в общем, все это.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-920698-924320.wav,в,513
В нашем детсве были пупсики такие маленькие.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-993130-997199.wav,в,514
"Вот, и мы получается, отмучали вот, учились вернее в музыкалке.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1034397-1040128.wav,в,515
"Мы учились в музыкалке, мы катались на лыжах, в доме творчества мы занимались",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1041592-1046133.wav,в,516
"И, в общем, он тоже взахлеб туда вот на этот конструктор ходил к этому дяденьке.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1068459-1074248.wav,в,517
И вот это все в купе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1089829-1092013.wav,в,518
"В общем, дома он только ночевал.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1089829-1092013.wav,в,519
"В общем, если посмотреть,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1110335-1112097.wav,в,520
У него в классе было разделение на английский и французский.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1130282-1134065.wav,в,521
по тому какие результаты в аттестате.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1166205-1169481.wav,в,522
"Да, во второй школе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1201334-1202203.wav,в,523
"мы получили добро, и то не сразу, это было где-то даже в середине августа.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1240132-1244523.wav,в,524
"заведение, что у меня в голове такие мероприятия, что да...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1273352-1276386.wav,в,525
"попала, я услышала, что день открытых дверей и юбилей в нем был, двадцать пять лет.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1278748-1282792.wav,в,526
Потом начала дальше двигаться в плане,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1311678-1315474.wav,в,527
"получается как-то вот ты будешь совсем в другом месте теперь учиться"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1331927-1336928.wav,в,528
"А он, не в теме же он там на пмж-то жить будет.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1342113-1345165.wav,в,529
"Ну в общем, так прошло у нас первое сентября.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1446446-1448232.wav,в,530
"Как он сказал: ""Ну, в общем, ты меня спихнула.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1469776-1472356.wav,в,531
"Дети в этом возрасте понимают только родителей, когда они рядом.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1495086-1498470.wav,в,532
""", ""Да ладно, зимой я покатаюсь, в общем, все пока, я все понял.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1570449-1576973.wav,в,533
